,period,area,miss_diff,propabilities,session
71,response,tjM1,tensor(0.3980),"[0.3799999952316284, 0.10999999940395355, 0.5049999952316284, 0.004999999888241291]",2
72,off,wS1,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
73,whisker,wS1,tensor(-0.0543),"[0.17499999701976776, 0.2849999964237213, 0.429999977350235, 0.10999999940395355]",3
74,delay,wS1,tensor(-0.0435),"[0.17999999225139618, 0.2800000011920929, 0.4050000011920929, 0.13499999046325684]",3
75,response,wS1,tensor(0.0217),"[0.20999999344348907, 0.25, 0.4350000023841858, 0.10499999672174454]",3
76,off,wS2,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
77,whisker,wS2,tensor(0.0109),"[0.20499999821186066, 0.2549999952316284, 0.4399999976158142, 0.09999999403953552]",3
78,delay,wS2,tensor(0.4022),"[0.38499999046325684, 0.07499999552965164, 0.41499999165534973, 0.125]",3
79,response,wS2,tensor(0.0435),"[0.2199999988079071, 0.23999999463558197, 0.42499998211860657, 0.11499999463558197]",3
80,off,wM1,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
81,whisker,wM1,tensor(-0.0109),"[0.19499999284744263, 0.26499998569488525, 0.3999999761581421, 0.14000000059604645]",3
82,delay,wM1,tensor(-0.0543),"[0.17499999701976776, 0.2849999964237213, 0.39499998092651367, 0.14499999582767487]",3
83,response,wM1,tensor(0.0217),"[0.20999999344348907, 0.25, 0.4350000023841858, 0.10499999672174454]",3
84,off,wM2,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
85,whisker,wM2,tensor(0.0652),"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
86,delay,wM2,tensor(0.2065),"[0.29499998688697815, 0.16499999165534973, 0.42499998211860657, 0.11499999463558197]",3
87,response,wM2,tensor(0.0978),"[0.2449999898672104, 0.2149999886751175, 0.4699999988079071, 0.07000000029802322]",3
88,off,ALM,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
89,whisker,ALM,tensor(0.1739),"[0.2800000011920929, 0.17999999225139618, 0.4099999964237213, 0.12999999523162842]",3
90,delay,ALM,tensor(0.3478),"[0.35999998450279236, 0.09999999403953552, 0.429999977350235, 0.10999999940395355]",3
91,response,ALM,tensor(0.),"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
92,off,tjM1,0,"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
93,whisker,tjM1,tensor(0.3587),"[0.3649999797344208, 0.0949999988079071, 0.4099999964237213, 0.12999999523162842]",3
94,delay,tjM1,tensor(0.2826),"[0.32999998331069946, 0.12999999523162842, 0.4350000023841858, 0.10499999672174454]",3
95,response,tjM1,tensor(0.3804),"[0.375, 0.08500000089406967, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
97,whisker,wS1,tensor(-0.0103),"[0.19999998807907104, 0.2849999964237213, 0.3999999761581421, 0.11499999463558197]",4
98,delay,wS1,tensor(-0.0412),"[0.1850000023841858, 0.29999998211860657, 0.429999977350235, 0.08500000089406967]",4
99,response,wS1,tensor(-0.0103),"[0.19999998807907104, 0.2849999964237213, 0.3799999952316284, 0.13499999046325684]",4
100,off,wS2,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
101,whisker,wS2,tensor(0.0515),"[0.22999998927116394, 0.2549999952316284, 0.4099999964237213, 0.10499999672174454]",4
102,delay,wS2,tensor(0.2577),"[0.32999998331069946, 0.1550000011920929, 0.39499998092651367, 0.11999999731779099]",4
103,response,wS2,tensor(-0.0103),"[0.19999998807907104, 0.2849999964237213, 0.4050000011920929, 0.10999999940395355]",4
104,off,wM1,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
105,whisker,wM1,tensor(-0.0515),"[0.17999999225139618, 0.3050000071525574, 0.4050000011920929, 0.10999999940395355]",4
106,delay,wM1,tensor(-0.0309),"[0.1899999976158142, 0.29499998688697815, 0.4449999928474426, 0.07000000029802322]",4
107,response,wM1,tensor(0.0103),"[0.20999999344348907, 0.2750000059604645, 0.41499999165534973, 0.09999999403953552]",4
108,off,wM2,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
109,whisker,wM2,tensor(0.1649),"[0.2849999964237213, 0.19999998807907104, 0.4050000011920929, 0.10999999940395355]",4
110,delay,wM2,tensor(0.1134),"[0.25999999046325684, 0.22499999403953552, 0.4050000011920929, 0.10999999940395355]",4
111,response,wM2,tensor(0.0206),"[0.2149999886751175, 0.26999998092651367, 0.4350000023841858, 0.07999999821186066]",4
112,off,ALM,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
113,whisker,ALM,tensor(0.1753),"[0.28999999165534973, 0.19499999284744263, 0.41999998688697815, 0.0949999988079071]",4
114,delay,ALM,tensor(0.2577),"[0.32999998331069946, 0.1550000011920929, 0.44999998807907104, 0.06499999761581421]",4
115,response,ALM,tensor(0.0103),"[0.20999999344348907, 0.2750000059604645, 0.39499998092651367, 0.11999999731779099]",4
116,off,tjM1,0,"[0.20499999821186066, 0.2800000011920929, 0.3799999952316284, 0.13499999046325684]",4
117,whisker,tjM1,tensor(0.3608),"[0.3799999952316284, 0.10499999672174454, 0.375, 0.14000000059604645]",4
118,delay,tjM1,tensor(0.2474),"[0.32499998807907104, 0.1599999964237213, 0.375, 0.14000000059604645]",4
119,response,tjM1,tensor(0.3505),"[0.375, 0.10999999940395355, 0.5149999856948853, 0.0]",4
