,period,area,miss_diff,propabilities,session
71,response,tjM1,tensor(0.6429),"[0.4749999940395355, 0.014999999664723873, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
73,whisker,wS1,tensor(0.2609),"[0.22999998927116394, 0.22999998927116394, 0.44999998807907104, 0.08999999612569809]",3
74,delay,wS1,tensor(0.0326),"[0.125, 0.3349999785423279, 0.4350000023841858, 0.10499999672174454]",3
75,response,wS1,tensor(-0.0109),"[0.10499999672174454, 0.35499998927116394, 0.4350000023841858, 0.10499999672174454]",3
76,off,wS2,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
77,whisker,wS2,tensor(0.4457),"[0.3149999976158142, 0.14499999582767487, 0.4350000023841858, 0.10499999672174454]",3
78,delay,wS2,tensor(0.0435),"[0.12999999523162842, 0.32999998331069946, 0.4650000035762787, 0.07499999552965164]",3
79,response,wS2,tensor(0.0217),"[0.11999999731779099, 0.3400000035762787, 0.44999998807907104, 0.08999999612569809]",3
80,off,wM1,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
81,whisker,wM1,tensor(0.0978),"[0.1550000011920929, 0.3050000071525574, 0.45499998331069946, 0.08500000089406967]",3
82,delay,wM1,tensor(0.2500),"[0.22499999403953552, 0.23499999940395355, 0.45499998331069946, 0.08500000089406967]",3
83,response,wM1,tensor(0.),"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
84,off,wM2,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
85,whisker,wM2,tensor(0.2609),"[0.22999998927116394, 0.22999998927116394, 0.4350000023841858, 0.10499999672174454]",3
86,delay,wM2,tensor(0.0543),"[0.13499999046325684, 0.32499998807907104, 0.42499998211860657, 0.11499999463558197]",3
87,response,wM2,tensor(0.0435),"[0.12999999523162842, 0.32999998331069946, 0.4699999988079071, 0.07000000029802322]",3
88,off,ALM,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
89,whisker,ALM,tensor(0.3696),"[0.2800000011920929, 0.17999999225139618, 0.429999977350235, 0.10999999940395355]",3
90,delay,ALM,tensor(0.1957),"[0.19999998807907104, 0.25999999046325684, 0.4350000023841858, 0.10499999672174454]",3
91,response,ALM,tensor(-0.0217),"[0.09999999403953552, 0.35999998450279236, 0.4749999940395355, 0.06499999761581421]",3
92,off,tjM1,0,"[0.10999999940395355, 0.3499999940395355, 0.44999998807907104, 0.08999999612569809]",3
93,whisker,tjM1,tensor(0.5435),"[0.35999998450279236, 0.09999999403953552, 0.45499998331069946, 0.08500000089406967]",3
94,delay,tjM1,tensor(0.6087),"[0.38999998569488525, 0.07000000029802322, 0.41999998688697815, 0.11999999731779099]",3
95,response,tjM1,tensor(0.7391),"[0.44999998807907104, 0.009999999776482582, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
97,whisker,wS1,tensor(0.2371),"[0.26499998569488525, 0.2199999988079071, 0.4399999976158142, 0.07499999552965164]",4
98,delay,wS1,tensor(-0.0309),"[0.13499999046325684, 0.3499999940395355, 0.4399999976158142, 0.07499999552965164]",4
99,response,wS1,tensor(-0.0103),"[0.14499999582767487, 0.3400000035762787, 0.4599999785423279, 0.054999999701976776]",4
100,off,wS2,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
101,whisker,wS2,tensor(0.3711),"[0.32999998331069946, 0.1550000011920929, 0.4050000011920929, 0.10999999940395355]",4
102,delay,wS2,tensor(0.0103),"[0.1550000011920929, 0.32999998331069946, 0.4399999976158142, 0.07499999552965164]",4
103,response,wS2,tensor(0.),"[0.14999999105930328, 0.3349999785423279, 0.45499998331069946, 0.05999999865889549]",4
104,off,wM1,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
105,whisker,wM1,tensor(0.0309),"[0.16499999165534973, 0.3199999928474426, 0.429999977350235, 0.08500000089406967]",4
106,delay,wM1,tensor(0.2371),"[0.26499998569488525, 0.2199999988079071, 0.4350000023841858, 0.07999999821186066]",4
107,response,wM1,tensor(0.),"[0.14999999105930328, 0.3349999785423279, 0.41499999165534973, 0.09999999403953552]",4
108,off,wM2,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
109,whisker,wM2,tensor(0.2165),"[0.2549999952316284, 0.22999998927116394, 0.4099999964237213, 0.10499999672174454]",4
110,delay,wM2,tensor(-0.0103),"[0.14499999582767487, 0.3400000035762787, 0.42499998211860657, 0.08999999612569809]",4
111,response,wM2,tensor(0.),"[0.14999999105930328, 0.3349999785423279, 0.4599999785423279, 0.054999999701976776]",4
112,off,ALM,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
113,whisker,ALM,tensor(0.2165),"[0.2549999952316284, 0.22999998927116394, 0.41999998688697815, 0.0949999988079071]",4
114,delay,ALM,tensor(0.0928),"[0.19499999284744263, 0.28999999165534973, 0.3999999761581421, 0.11499999463558197]",4
115,response,ALM,tensor(-0.0103),"[0.14499999582767487, 0.3400000035762787, 0.4599999785423279, 0.054999999701976776]",4
116,off,tjM1,0,"[0.14999999105930328, 0.3349999785423279, 0.42499998211860657, 0.08999999612569809]",4
117,whisker,tjM1,tensor(0.4330),"[0.35999998450279236, 0.125, 0.4449999928474426, 0.07000000029802322]",4
118,delay,tjM1,tensor(0.4639),"[0.375, 0.10999999940395355, 0.4099999964237213, 0.10499999672174454]",4
119,response,tjM1,tensor(0.6495),"[0.4650000035762787, 0.019999999552965164, 0.5149999856948853, 0.0]",4
