,period,area,miss_diff,propabilities,session
36,off,wM2,0,"[0.1899999976158142, 0.3149999976158142, 0.45499998331069946, 0.03999999910593033]",1
37,whisker,wM2,tensor(0.),"[0.1899999976158142, 0.3149999976158142, 0.3999999761581421, 0.0949999988079071]",1
38,delay,wM2,tensor(0.3564),"[0.3700000047683716, 0.13499999046325684, 0.4050000011920929, 0.08999999612569809]",1
39,response,wM2,tensor(-0.1188),"[0.12999999523162842, 0.375, 0.3499999940395355, 0.14499999582767487]",1
40,off,ALM,0,"[0.1899999976158142, 0.3149999976158142, 0.45499998331069946, 0.03999999910593033]",1
41,whisker,ALM,tensor(-0.1386),"[0.11999999731779099, 0.38499999046325684, 0.4050000011920929, 0.08999999612569809]",1
42,delay,ALM,tensor(0.3168),"[0.3499999940395355, 0.1550000011920929, 0.44999998807907104, 0.044999998062849045]",1
43,response,ALM,tensor(0.0297),"[0.20499999821186066, 0.29999998211860657, 0.4749999940395355, 0.019999999552965164]",1
44,off,tjM1,0,"[0.1899999976158142, 0.3149999976158142, 0.45499998331069946, 0.03999999910593033]",1
45,whisker,tjM1,tensor(0.2970),"[0.3400000035762787, 0.16499999165534973, 0.41499999165534973, 0.07999999821186066]",1
46,delay,tjM1,tensor(0.3960),"[0.38999998569488525, 0.11499999463558197, 0.4050000011920929, 0.08999999612569809]",1
47,response,tjM1,tensor(0.0297),"[0.20499999821186066, 0.29999998211860657, 0.48499998450279236, 0.009999999776482582]",1
48,off,wS1,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
49,whisker,wS1,tensor(-0.0918),"[0.13499999046325684, 0.35499998927116394, 0.41499999165534973, 0.0949999988079071]",2
50,delay,wS1,tensor(0.3061),"[0.32999998331069946, 0.1599999964237213, 0.41999998688697815, 0.08999999612569809]",2
51,response,wS1,tensor(0.),"[0.17999999225139618, 0.3100000023841858, 0.4050000011920929, 0.10499999672174454]",2
52,off,wS2,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
53,whisker,wS2,tensor(-0.2143),"[0.07499999552965164, 0.41499999165534973, 0.41999998688697815, 0.08999999612569809]",2
54,delay,wS2,tensor(0.3163),"[0.3349999785423279, 0.1550000011920929, 0.4099999964237213, 0.09999999403953552]",2
55,response,wS2,tensor(0.0612),"[0.20999999344348907, 0.2800000011920929, 0.4749999940395355, 0.03500000014901161]",2
56,off,wM1,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
57,whisker,wM1,tensor(-0.0204),"[0.17000000178813934, 0.3199999928474426, 0.4399999976158142, 0.07000000029802322]",2
58,delay,wM1,tensor(0.4796),"[0.41499999165534973, 0.07499999552965164, 0.41499999165534973, 0.0949999988079071]",2
59,response,wM1,tensor(0.0408),"[0.19999998807907104, 0.28999999165534973, 0.47999998927116394, 0.029999999329447746]",2
60,off,wM2,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
61,whisker,wM2,tensor(0.0204),"[0.1899999976158142, 0.29999998211860657, 0.3999999761581421, 0.10999999940395355]",2
62,delay,wM2,tensor(0.4286),"[0.38999998569488525, 0.09999999403953552, 0.41999998688697815, 0.08999999612569809]",2
63,response,wM2,tensor(-0.1020),"[0.12999999523162842, 0.35999998450279236, 0.375, 0.13499999046325684]",2
64,off,ALM,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
65,whisker,ALM,tensor(-0.1020),"[0.12999999523162842, 0.35999998450279236, 0.429999977350235, 0.07999999821186066]",2
66,delay,ALM,tensor(0.2755),"[0.3149999976158142, 0.17499999701976776, 0.42499998211860657, 0.08500000089406967]",2
67,response,ALM,tensor(0.0510),"[0.20499999821186066, 0.2849999964237213, 0.4699999988079071, 0.03999999910593033]",2
68,off,tjM1,0,"[0.17999999225139618, 0.3100000023841858, 0.429999977350235, 0.07999999821186066]",2
69,whisker,tjM1,tensor(0.2653),"[0.3100000023841858, 0.17999999225139618, 0.4599999785423279, 0.04999999701976776]",2
70,delay,tjM1,tensor(0.3980),"[0.375, 0.11499999463558197, 0.45499998331069946, 0.054999999701976776]",2
71,response,tjM1,tensor(0.1735),"[0.26499998569488525, 0.22499999403953552, 0.48499998450279236, 0.02499999850988388]",2
72,off,wS1,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
73,whisker,wS1,tensor(-0.1522),"[0.11999999731779099, 0.3400000035762787, 0.45499998331069946, 0.08500000089406967]",3
74,delay,wS1,tensor(0.3370),"[0.3449999988079071, 0.11499999463558197, 0.45499998331069946, 0.08500000089406967]",3
75,response,wS1,tensor(-0.0652),"[0.1599999964237213, 0.29999998211860657, 0.41999998688697815, 0.11999999731779099]",3
76,off,wS2,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
77,whisker,wS2,tensor(-0.1630),"[0.11499999463558197, 0.3449999988079071, 0.4399999976158142, 0.09999999403953552]",3
78,delay,wS2,tensor(0.2935),"[0.32499998807907104, 0.13499999046325684, 0.4050000011920929, 0.13499999046325684]",3
79,response,wS2,tensor(0.0109),"[0.19499999284744263, 0.26499998569488525, 0.47999998927116394, 0.05999999865889549]",3
80,off,wM1,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
81,whisker,wM1,tensor(-0.0870),"[0.14999999105930328, 0.3100000023841858, 0.4449999928474426, 0.0949999988079071]",3
82,delay,wM1,tensor(0.4348),"[0.38999998569488525, 0.07000000029802322, 0.44999998807907104, 0.08999999612569809]",3
83,response,wM1,tensor(-0.0326),"[0.17499999701976776, 0.2849999964237213, 0.5049999952316284, 0.03500000014901161]",3
84,off,wM2,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
85,whisker,wM2,tensor(-0.0109),"[0.1850000023841858, 0.2750000059604645, 0.4099999964237213, 0.12999999523162842]",3
86,delay,wM2,tensor(0.4130),"[0.3799999952316284, 0.07999999821186066, 0.429999977350235, 0.10999999940395355]",3
87,response,wM2,tensor(-0.0435),"[0.17000000178813934, 0.28999999165534973, 0.35499998927116394, 0.1850000023841858]",3
88,off,ALM,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
89,whisker,ALM,tensor(-0.1630),"[0.11499999463558197, 0.3449999988079071, 0.45499998331069946, 0.08500000089406967]",3
90,delay,ALM,tensor(0.3152),"[0.3349999785423279, 0.125, 0.429999977350235, 0.10999999940395355]",3
91,response,ALM,tensor(0.),"[0.1899999976158142, 0.26999998092651367, 0.5299999713897705, 0.009999999776482582]",3
92,off,tjM1,0,"[0.1899999976158142, 0.26999998092651367, 0.4449999928474426, 0.0949999988079071]",3
93,whisker,tjM1,tensor(0.3043),"[0.32999998331069946, 0.12999999523162842, 0.4749999940395355, 0.06499999761581421]",3
94,delay,tjM1,tensor(0.3913),"[0.3700000047683716, 0.08999999612569809, 0.4399999976158142, 0.09999999403953552]",3
95,response,tjM1,tensor(0.0543),"[0.2149999886751175, 0.2449999898672104, 0.5299999713897705, 0.009999999776482582]",3
96,off,wS1,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
97,whisker,wS1,tensor(-0.1856),"[0.09999999403953552, 0.38499999046325684, 0.4449999928474426, 0.07000000029802322]",4
98,delay,wS1,tensor(0.2887),"[0.32999998331069946, 0.1550000011920929, 0.38999998569488525, 0.125]",4
99,response,wS1,tensor(-0.0515),"[0.16499999165534973, 0.3199999928474426, 0.3700000047683716, 0.14499999582767487]",4
100,off,wS2,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
101,whisker,wS2,tensor(-0.1340),"[0.125, 0.35999998450279236, 0.4399999976158142, 0.07499999552965164]",4
102,delay,wS2,tensor(0.2784),"[0.32499998807907104, 0.1599999964237213, 0.38999998569488525, 0.125]",4
103,response,wS2,tensor(-0.0103),"[0.1850000023841858, 0.29999998211860657, 0.4650000035762787, 0.04999999701976776]",4
104,off,wM1,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
105,whisker,wM1,tensor(-0.0825),"[0.14999999105930328, 0.3349999785423279, 0.4099999964237213, 0.10499999672174454]",4
106,delay,wM1,tensor(0.4639),"[0.41499999165534973, 0.07000000029802322, 0.4350000023841858, 0.07999999821186066]",4
107,response,wM1,tensor(-0.0206),"[0.17999999225139618, 0.3050000071525574, 0.48499998450279236, 0.029999999329447746]",4
108,off,wM2,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
109,whisker,wM2,tensor(0.0206),"[0.19999998807907104, 0.2849999964237213, 0.41499999165534973, 0.09999999403953552]",4
110,delay,wM2,tensor(0.3814),"[0.375, 0.10999999940395355, 0.38999998569488525, 0.125]",4
111,response,wM2,tensor(-0.1237),"[0.12999999523162842, 0.35499998927116394, 0.35999998450279236, 0.1550000011920929]",4
112,off,ALM,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
113,whisker,ALM,tensor(-0.1340),"[0.125, 0.35999998450279236, 0.39499998092651367, 0.11999999731779099]",4
114,delay,ALM,tensor(0.2474),"[0.3100000023841858, 0.17499999701976776, 0.41999998688697815, 0.0949999988079071]",4
115,response,ALM,tensor(0.0103),"[0.19499999284744263, 0.28999999165534973, 0.48499998450279236, 0.029999999329447746]",4
116,off,tjM1,0,"[0.1899999976158142, 0.29499998688697815, 0.42499998211860657, 0.08999999612569809]",4
117,whisker,tjM1,tensor(0.2887),"[0.32999998331069946, 0.1550000011920929, 0.41499999165534973, 0.09999999403953552]",4
118,delay,tjM1,tensor(0.3711),"[0.3700000047683716, 0.11499999463558197, 0.4399999976158142, 0.07499999552965164]",4
119,response,tjM1,tensor(0.0206),"[0.19999998807907104, 0.2849999964237213, 0.4949999749660492, 0.019999999552965164]",4
